Heart disease_number
2072
3796
2222
5484
8686
35077
1433
165
31557
260
16890
640
130
15219
734
59
1293
32977
23840
2457
1790
903
260
7342
690
1293
9013
9041
2923
334
61
6669
40556
3913
3783
23077
6615
2669
570
416
863
198
986
630
23497
15260
93262
104031
8720
221
73
4646
921
28883
981
14157
1513
10041
2673
3185
1050
399
20306
1081
2499
6677
12721
66065
4466
2593
9713
809
1671
260
53850
3852
8689
6655
5633
5793
2662
805
876
8146
1046
2373
1884
12677
1603
5763
14844
7178
6652
1709
668
19834
410
1255
6344
387
1572
6329
8764
6919
1278
878
6566
1217
1686
63461
4043
1857
3358
17
7170
742
207
219
2912
67657
1052
7585
220
396
3921
1321
1294
1297
1566
3235
908
132
3422
2687
1044
7180
596
6377
5071
8300
718
665
4574
6567
2003
3808
6983
1573
1164
2212
1175
3139
1263
56
1038
623
1295
6716
677
2173
359
592
5992
2782
1716
407
1358
12076
530
1409
682
1148
30840
1875
1314
1348
2195
1610
22273
139723
6804
32863
862
416
816
2699
1072
150
5584
181
369
10739
1980
4930
14180
436
7913
64
3433
3312
1886
3605
4960
2232
461
1413
43089
1394
8030
1953
464
347
1390
1936
3295
954
2673
4315
815
18102
3330
312
1805
712
8363
577
690
1205
6246
3973
1765
1052
5435
1512
79
11305
3125
3812
4705
2625
3882
147
25990
2783
124
22248
4375
1190
1411
3505
3327
201
886
299
136
492
6368
6260
3391
2703
470
223
394
2024
1338
1463
2926
2698
2371
2905
1906
2633
805
2820
8520
710
25870
884
909
2282
2308
2702
522
112422
3373
3758
299
4966
809
2538
25402
3552
4559
1173
52875
2017
2975
3325
7805
3497
731
10347
1607
919
2226
555
1532
34842
1202
15713
10979
2365
12908
874
1028
2652
10491
2989
5144
355
20591
435
4488
936
2615
8730
5150
2840
485
2014
2593
2242
7924
4305
402
3935
610
1366
4757
1252
14559
1003
4979
9192
995
5313
172
488
1731
188
4722
1448
1491
611
904
2482
1919
1970
4138
2794
7420
236
687
56
3764
4208
1670
4562
27140
1000
1444
660
14144
1040
714
1211
4708
3189
564
1148
1382
1750
451
5711
2117
3026
123684
2818
87
4144
239
4358
15896
31
2122
3135
2106
4857
677
180
823
1253
1809
1709
295
3601
3865
17216
5311
2802
3832
705
949
1233
6763
538
1883
912
868
8759
5497
1019
487
1380
7429
2177
4757
1275
2946
1498
1954
314
657
3634
451
1088
721
290
595
2262
4872
16028
1838
397
1322
16589
1630
115
2554
5548
1987
5024
1270
23274
5031
1828
1421
8090
2675
419
508
3296
16729
458
3643
1035
8853
1184
21568
1018
10054
732
447
2151
560
275
328
1829
3928
44
1980
1145
2658
244
502
723
11210
692
95
495
1086
1531
6456
407
1603
176
7645
10444
1253
2936
325
240
1813
14942
295
3248
10091
747
1996
12529
115
475
1558
1807
549
1010
3868
762
11594
1689
253
1128
10550
1004
443
1043
1904
10048
2010
5520
150
2456
686
6840
3861
5361
997
3825
1585
1219
2439
10308
300
1836
66
1251
2643
46990
5599
169691
2492
122
1422
1166
11680
1536
11879
390
1251
1778
61
2548
2904
2529
556
4663
432
919
359
4143
614
1440
825
976
222
42859
5184
1426
6516
731
1471
6899
2656
120639
5301
1017
25143
5256
814
400
2566
5756
3532
14948
4407
52383
1663
737
45307
1324
1352
17708
1122
8383
232
1853
232
1001
365
30634
2959
12026
1977
4427
12210
356
5829
2633
1248
79547
1120
2776
2641
4513
10568
52
56
3033
2274
1461
1064
170
4040
145
6203
1785
911
1663
1696
153
3404
797
2254
3211
1517
266
1075
151
15962
1696
2147
218
10776
2633
208
93
213
525
2728
444
2380
344
227
3232
1898
2621
4573
880
32341
89
606
222
24502
841
979
377
1370
1686
2263
3108
4329
3985
1431
10245
1970
18763
29169
15651
3103
4118
694
1360
112
166
787
4100
41504
1844
1542
142
5557
2654
14446
8376
1308
3590
40301
1200
1980
10150
8447
4212
5393
1885
332
4107
4984
188
1448
4638
1918
3023
1117
425
1246
2112
566
406
14538
3581
382
317
7786
2153
450
3886
1998
331
5513
895
1969
376
524
602
369
34534
3074
812
2618
83688
18376
712
1793
1946
27761
3671
1408
677
1009
4095
2515
3117
3828
9319
457
393
2033
9325
368
46192
39828
4668
1072
2997
675
2984
693
2173
966
6755
1394
2560
137712
6495
5285
1151
1499
5934
51
822
124
45
735
614
93
103
171
2331
1448
2469
2778
33444
410
917
1036
8267
738
2525
301
2250
14162
708
1327
2033
78
593
299
128
16450
4837
2205
159
596
42090
1522
4301
678
4550
6494
1553
3225
12913
5517
2417
2997
1435
7948
2227
1519
2445
643
2302
1167
536
2192
4686
1050
1072
46814
284
1126
6633
1082
1091
1014
976
5230
1127
673
2360
834
500
960
29483
379
1570
247
536
3806
4725
795
1719
734
12232
1001
1194
749
2270
421
1183
421
1093
5397
1744
2661
1059
1490
2010
540
713
21049
1834
1820
1389
885
971
184
4264
4431
1817
4431
1380
3912
1613
1429
2402
14016
621
145
2758
1816
1248
3141
1497
4453
1206
801
5753
17184
593
695
1029
14351
16223
705
5407
435
991
2406
1618
1840
14102
2687
1105
1475
4379
317
1093
998
2297
501
351
2670
7026
134
590
1107
1437
1400
270
216
1444
1481
1721
1411
1140
462
279
3085
757
559
303
47
509
761
62563
182
19197
356
3248
724
1162
5862
1430
4209
1266
253
4489
46347
3954
467
2278
1417
3294
2145
587
920
2387
9649
1051
8434
11404
1666
2267
6482
11684
1213
9435
6269
205
3297
5930
1443
4934
6259
2523
896
7953
1485
393
4442
825
1301
2086
1945
1325
2272
14174
1139
3698
3538
11791
323
33023
1803
623
862
534
740
567
15968
807
3349
1776
2501
873
26228
587
464
74
1878
1911
2851
960
1612
288
26398
11777
395
1869
68109
691
1092
1034
7
231
498
10495
255
645
449
3080
736
2523
1389
8608
1870
1136
445
7035
36
2567
4055
328
1562
5276
655
23641
16250
1497
8218
4056
792
124945
1208
278
2176
6670
5605
117
703
633
111793
1096
8733
7381
2398
2159
481
9147
146
1265
43410
19634
1944
2453
23900
2064
1181
94
20005
18382
23641
4674
5894
4071
1592
519
3982
4702
2132
4301
510
13022
1271
5766
45399
41823
2131
44330
74849
3446
1594
1460
576
3258
3154
4612
1487
2778
1380
3206
999
4304
913
1461
11235
419
583
97
2505
4440
6913
2859
807
13119
857
2982
6704
2594
4211
1051
39688
1277
1060
1477
663
160
7011
4523
541
4057
9550
7363
879
18120
855
1387
2936
2146
494
9859
313
1307
1390
768
3261
2157
1565
1453
2093
2063
767
2718
1862
1549
33840
15076
1731
1124
2733
65873
2522
1300
1342
1924
9349
7304
1986
2584
1405
1336
264
1942
1342
1692
288
2450
7269
820
2477
1116
1165
1167
415
2314
1106
214586
560
2462
7365
19213
21729
676
554
15887
7179
9644
2856
1060
3608
2157
13347
498
910
664
7094
286
350
442
6852
5877
1917
4666
12262
877
8396
1274
1197
3993
7711
1459
135
132
1201
3209
1101
1844
858
856
2777
1879
4158
4681
878
319
47200
569
1259
417
214400
2677
3730
1869
22389
998
3049
305
10671
2596
4106
612
6521
482
3329
62
3066
394
1013
360
1103
5819
2296
76
1413
47
243
801
2496
43440
678
2005
726
2791
591
110071
160
2914
4843
11475
1766
1721
432
1091
2886
5750
317
1581
1380
197
2250
818
5840
6391
2102
437
13919
2333
331
61
1177
1518
1356
6227
1420
1022
1066
3376
12996
402
2254
3596
3262
1071
4214
2982
2899
2280
13013
9916
2002
7238
535
118
10912
3256
2845
1806
823
4120
610
78
648
23631
2073
733
445
2913
2208
1830
2029
2454
2181
2027
40686
743
7375
5182
1925
4033
765
717
1805
864
26639
4996
2722
1935
97
1450
5231
308
1695
2255
54
2516
2805
1790
846
1003
5087
1588
167
799
471
1794
201
1794
5173
1871
1010
37762
2442
4308
4410
12381
7128
519
176
14899
7162
621
2152
1293
2276
2632
1408
1058
657
2064
4139
988
566
372
1390
124
13248
691
1323
845
2806
22735
33226
3907
2267
595
272
1149
379
16378
810
669
1088
2112
821
2632
1109
1296
2653
187
2208
625
1204
612
326
3189
1532
11985
504
5694
6178
1982
824
758
485
4983
209
2662
1196
1387
1341
1767
22204
113
7430
2551
2220
2663
1343
728
3466
1463
403
22773
5782
647
2467
1528
28630
233
3077
221
924
621
671
541
399
5805
75432
549
1478
2441
508
3181
1963
24483
3292
6845
4850
5693
996
4945
881
10037
667
8506
222
4906
607
1698
13400
1037
173
11910
3151
465
9775
2078
179
38374
479
19360
1862
12626
390
2317
2699
317
1058
272
3268
1226
383
2424
95392
48398
10622
1165
2969
2374
2124
987
15928
2453
6488
3351
9400
3870
2070
3802
6372
84
698
64227
1418
3603
20299
39011
1171
18848
339
401
672
7002
3699
3449
1153
350
2954
12102
2105
821
2390
1249
993
5441
10518
1106
312
973
520
924
2562
2949
78363
862
1712
2600
6953
1138
4982
1257
14170
5052
30855
12292
343
3880
872
103
1655
622
1287
605
47503
1225
1768
480
1030
934
2271
6619
1533
153
407
759
804
2891
354
10904
4915
18745
256
3501
6117
2994
120
10944
1112
219
686
672
3074
3796
785
1141
404
1562
653
1665
1711
364
3724
417
25091
2062
15980
4447
1021
238
4384
1318
2388
395
345
32828
3779
1713
437
27
2252
194
1166
22505
201
325
3496
1363
1138
1970
1757
3576
7211
7643
2435
4031
2468
1796
6373
1448
3573
513
8219
2341
7875
4297
9575
3376
7011
2930
2647
9790
5767
2025
1693
2544
4202
370
1177
5245
1100
19454
8466
835
2172
972
1884
6165
1010
2187
45
896
1668
1221
167
13693
497
416
130
1355
876
254
1696
849
2719
12652
2951
6026
11289
2282
526
37481
1681
1140
784
1489
9208
853
635
197
1863
12104
902
1641
227
1323
460
3896
1842
344
248
1072
1740
1039
1033
5542
1806
242
4221
1992
5637
824
2268
942
1555
8778
2376
4945
1240
14352
5190
131
925
12367
3716
1564
4092
562
7233
3041
6373
2488
4681
9212
2006
1418
513
250
912
687
2602
2028
25838
3900
131
2089
1135
3066
10770
691
1172
418
3767
14743
278
24957
276
3579
1003
1131
1795
2282
3027
3564
2001
374
698
2945
757
382
463
1376
488
1887
28767
8188
8722
6299
2507
1694
2724
1679
14980
1109
32766
334
1286
2909
639
2607
1655
682
5616
2502
953
371
1891
510
2319
5962
529
886
1048
4170
14535
4458
3462
1269
1065
455
788
577
2509
30044
669
2655
142
7331
2212
3938
7330
190
1096
3094
5896
172
19627
3264
2203
14817
952
6397
1923
2444
371
494
41569
2431
688
3087
2745
2614
110912
4519
140
2656
727
75763
1618
16398
157
1174
3245
1622
31550
4381
650
2676
127
5726
864
5952
221
1014
4995
1410
1726
836
991
1053
1743
742
456
763
3834
3193
2070
459
4866
1425
2368
1107
1978
1167
3160
170
1860
9146
929
689
1668
831
392
4276
5341
1050
1940
806
1171
1049
1022
3384
928
38899
6255
470
6026
297
1164
472
23947
50635
2272
1778
5442
11142
6130
169
694
408
847
30401
152
8397
53
3945
1460
1310
36
1135
33256
1677
5496
4957
2037
910
669
2801
1577
3158
217
147
824
4488
294
2152
3757
17650
1053
157
469
2659
827
11403
6220
2615
21949
2985
1674
372
1394
88
374
225
4197
3964
2061
33415
2468
372
43823
179
2789
1478
9341
1014
22309
1720
482
300
542
2545
5626
1387
606
814
2586
15878
491
2487
7005
1364
2400
4766
8506
2089
2297
7399
5594
1149
624
5117
1161
1316
1029
2243
883
2048
1596
76128
694
1646
2495
1626
2211
8250
40012
2017
4101
16912
4621
5230
2491
2161
1146
3161
383
7216
724
1115
3259
1334
1171
13991
640
3376
1134
426
3064
1730
2243
5051
275
5176
1497
792
703
2983
5278
4415
153
478
5871
301
2635
1141
599
566
2812
861
1706
690
43
3089
142
537
649
1410
280
658
1253
341
7623
60329
1261
4460
202
331
3282
47805
6468
1707
867
2090
12343
1255
538
4123
821
1605
3119
1564
2507
2351
1202
1933
4065
1934
10
1018
2435
1182
11147
371
7505
1111
20408
1235
149
5596
1095
30532
10162
248
2172
1216
1182
369
8689
736
4397
2125
1032
2496
8615
1828
840
1123
2598
654
390
1999
273
253
857
2285
14555
5786
36429
2028
691
3699
526
8569
2476
4587
493
1421
339
622
1453
603
522
2637
7784
234
2789
5202
2898
2568
375
20228
2254
3665
879
97
6639
26093
1191
481
1686
1099
4755
7415
2014
3604
328
104
4943
1185
1154
3818
92
1321
2098
2907
1947
1709
1317
1327
1734
403
1625
2816
9514
242072
4771
16376
6961
1139
2734
9333
1596
3829
1689
434790
1231
1301
4811
217
202
346
2043
1166
1905
2260
3495
25303
515
2199
9652
30857
13414
1113
580
3132
62896
13824
503
696
40685
26396
1406
296
289
3076
1217
2839
23638
14123
2632
914
2969
2971
7788
26937
14230
371
4425
2672
647
577
4455
2981
6897
480
1931
1945
4867
580
2933
1299
112
822
17168
238
9355
8763
1683
4357
226
2157
650
2125
1473
2248
264
449
13864
8393
7140
364
116
21031
1647
630
10688
2771
5676
5984
739
1553
1404
3428
2382
584
28102
2816
958
1085
551
925
1665
177
1229
774
899
1957
247
41427
2153
7339
4675
1050
26853
5996
1906
3605
26440
2582
388
4035
936
1704
14764
3851
3289
976
1576
3753
335
1331
5273
8204
1678
1822
4530
1738
27257
391
947
1265
1513
2839
4701
1934
10340
1829
2523
12372
3706
1072
1710
852
352
3919
3040
1327
1164
1458
2113
1134
462
6571
381
7367
477
2051
1431
2191
1265
3589
1546
1574
7521
7477
2245
3658
8404
474
1025
5124
1788
11017
1328
5699
1670
36009
1182
13591
6969
11389
1368
3924
1190
1111
3228
172
50058
4985
450
1911
637
504
7128
2889
5947
9929
10039
3719
1029
14892
1086
2251
2349
947
1619
1348
1287
400
3411
1062
3575
1366
659
2542
645
1951
2905
2517
659
541
