TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_NATURAL_INC_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_number,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code
0.0026260139350824264,0.0026658324043060517,0.0027946824367564896,0.0018765979501282216,0.001876373737958881,0.0020939623960796166,0.0029226892416398605,0.0037858435086093436,0.004286283195114964,0.0033906392533857273,0.0035362207785306974,0.00027261622592361894,0.0029465625731477274,5.734927772128767e-05,0.00011692301151160195,0.0014269342620642984,0.0026260139350824264,0.22969416548696947,0.00169905906893806,0.12745098039215688,0.1440329218106996,0.20356234096692113,0.001740244839167695,0.0045048702158257126,0.0031846386833923016,0.0015641927530022077,0.5223684210526316,0.45301204819277113,0.002888255727723352,0.35883517829921213,0.3532490894881965,0.36405606162920495,0.002425072634390902,0.002388639096565065,0.0031689245253910077,0.35883517829921213,0.5130434782608696,0.5824710894704808,0.6109298531810765,0.5957836846929421,0.5563751317175973,0.14711134327840344,0.2353520584617444,0.13159108556309246,0.23196222828412283,0.004124198918678673,0.22727619300600416,0.0,0.0025968646444047925,0.003994303215994544,0.6098484848484848,0.00258408442984603,0.5848765432098767,0.5756172839506172,0.587962962962963,0.0035352894665959976,0.656818181818182,0.6477272727272729,0.6645927601809953,0.003768087894403925,0.65625,0.64367816091954,0.6650000000000001,0.0053148354635679206,0.002952776576039247,0.6249999999999998,0.6250000000000001,0.6250000000000002,0.003230107291714859,1.0000000000000002
0.005064405967880635,0.0043633245686126995,0.0046411258139724436,0.003299138832925624,0.0035489964596596294,0.004352360466701035,0.0060268501495801255,0.00813463405977492,0.008375194751661066,0.008218370640656796,0.006940999130242666,0.0004797074835985342,0.0007504096272736036,0.00014885037251255562,0.0002338460230232039,0.0020717680896638244,0.005064405967880635,0.22281550169591363,0.007300907286327902,0.0,0.0,0.0,0.0026760885430002043,0.013047250659563546,0.005040808941781923,0.003096238267980295,0.8644736842105265,0.4240963855421687,0.005348595434852802,0.3259748400792124,0.3171530102183754,0.3342199192425892,0.004365169680128325,0.004353507149579129,0.004603279836883779,0.3259748400792124,0.36413043478260876,0.786366402921485,0.8034257748776512,0.6507791017415212,0.5690200210748155,0.35072594923924594,0.5303154366138467,0.2737992412839671,0.4884154241600298,0.007419566064518884,0.45076643474883055,0.0037629350893697085,0.005225394749549955,0.008457413540082453,0.662878787878788,0.0052063168529370854,0.4922839506172839,0.47376543209876554,0.5046296296296298,0.006687230104873534,0.4113636363636366,0.39772727272727293,0.42477375565610864,0.006524678949854639,0.5624999999999999,0.540229885057471,0.5650000000000001,0.009422486799303334,0.005675589400246135,0.5178571428571428,0.5000000000000001,0.5312500000000002,0.006102715729528985,0.8
0.003729776961494959,0.0032402154184595446,0.004130287239768904,0.003983114471832728,0.002897792231226774,0.003293898399492768,0.0038997265673753755,0.004267947017908815,0.004728186067308969,0.004381446916005894,0.004925455364109506,0.0011608435732949351,0.0009294064191003346,0.0002538833193504196,0.0001913285642917123,0.0017525434225353462,0.003729776961494959,0.22971316732064642,0.028160642390121907,0.1470588235294118,0.09876543209876544,0.12213740458015268,0.001830611605009605,0.0076563732158956045,0.00404236356813552,0.0018296370898299458,0.743421052631579,0.3879518072289157,0.002822968374664249,0.3897793164365802,0.374946548902225,0.4036423521629481,0.003286775547028517,0.0033176677602342235,0.0026560591087816735,0.3897793164365802,0.6141304347826088,0.24041387705416928,0.30342577487765077,0.2749770852428963,0.2781875658587989,0.24379759099372858,0.11130297994647946,0.25610863807324813,0.17431000413824185,0.004824048849204924,0.2065178386715908,0.0028222013170272815,0.0037077285890029024,0.004460888489452397,0.38636363636363635,0.0038262942496194987,0.5015432098765432,0.5015432098765432,0.5015432098765433,0.004949822314516339,0.4340909090909093,0.4340909090909093,0.43834841628959254,0.004868245624990168,0.36458333333333337,0.35632183908045967,0.3650000000000001,0.006416045412239557,0.00387158152057493,0.3035714285714284,0.29166666666666685,0.3125000000000001,0.0036506941786568978,0.2
0.009093724858813528,0.009238959059071237,0.010205473316552863,0.007446664350354801,0.0075547680734142884,0.00847362214755954,0.009770373257355153,0.010619093862299802,0.01175496573069426,0.00976212195635394,0.009675281272810156,0.0009505165147188493,0.08538835419334408,0.0008827922525636416,0.0008397198099469595,0.02471118148241551,0.009093724858813528,0.232905475378374,0.006818666098444492,0.13725490196078433,0.15226337448559674,0.17099236641221377,0.003286064212433098,0.014097751659586844,0.011861285336478324,0.006798222349586518,0.4539473684210526,0.5855421686746989,0.006283907731938644,0.4405764271772734,0.4295698845456288,0.45086338767691525,0.008720604804081348,0.00884486753019292,0.006183572462045874,0.4405764271772734,0.841304347826087,0.09373097991478985,0.11663947797716134,0.15765352887259398,0.15384615384615374,0.33007943621485547,0.7022408239223368,0.9999999999999999,0.36168433307052594,0.013571171528515795,0.4575385262409508,0.0028222013170272815,0.008908285742784629,0.010804781832502554,0.39015151515151525,0.008895050954729321,0.4984567901234568,0.5015432098765432,0.4891975308641976,0.011474746070500733,0.5613636363636365,0.5704545454545458,0.5605203619909502,0.012255223246695117,0.41666666666666663,0.4137931034482758,0.40500000000000014,0.013152317148465218,0.008297596196252534,0.3392857142857142,0.33333333333333337,0.3437500000000002,0.008895412658824124,0.4000000000000001
0.013299681458384255,0.01381995327137611,0.01425667338369626,0.011098387808407184,0.010641662555024427,0.011733448290165266,0.01375815569656406,0.016650810160651876,0.017585289000985112,0.016950389446354644,0.015326186967063886,0.012137489180290737,0.007208063117022595,0.002594249349504541,0.0006483912456552472,0.015070596535135464,0.013299681458384255,0.22933313064710745,0.024257853241670124,0.16666666666666669,0.0,0.0,0.0055582406959884,0.023361645558985844,0.017032763303670345,0.008871719202142293,0.5486842105263159,0.5108433734939759,0.016039399498280885,0.344866150931031,0.3326796325513499,0.3562559431115031,0.012239257479205528,0.012298346251372405,0.011032860913400798,0.344866150931031,0.47608695652173916,0.5824710894704808,0.6109298531810765,0.5957836846929421,0.5563751317175973,0.744377037599642,0.9999999999999999,0.6665879887551323,0.9999999999999999,0.020863641582910177,1.0000000000000002,0.015051740357478834,0.013284947189927851,0.017330310157005945,0.4507575757575758,0.013086277497345113,0.5324074074074073,0.535493827160494,0.5231481481481481,0.017277806257656986,0.6068181818181819,0.6159090909090912,0.6012443438914026,0.018522022936477332,0.47916666666666674,0.48275862068965514,0.4650000000000001,0.023026346102453993,0.013625614811765743,0.482142857142857,0.5000000000000001,0.4687500000000002,0.014665864747668898,0.6000000000000001
0.08740023927729944,0.059595962103963326,0.04895334583125864,0.09725748246870893,0.1220981294191831,0.08948930131133746,0.08222197889875028,0.09235289188163325,0.09535670120379233,0.11033330994316189,0.06536044589745814,0.039787407880793095,0.045231112396216286,0.2043979807899251,0.042676899201734717,0.12414008855292266,0.08740023927729944,0.26743180716939186,0.1358966882366795,0.25490196078431376,0.0,0.08549618320610688,0.05435971723417452,0.059736654648502224,0.07342314874379043,0.18094486243507982,0.0,1.0,0.06216207585396922,0.7878574176176433,0.7903389905483713,0.7855380841475683,0.11205778588298558,0.11478007201861243,0.05647774039002789,0.7878574176176433,0.9999999999999999,0.5374315276932442,0.5628058727569332,0.5664527956003664,0.5458377239199155,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.08740105120089756,1.0000000000000002,0.15851364063969897,0.08551544641174916,0.09951930607660665,0.3560606060606061,0.09657316071408495,0.0,0.0,0.0,0.0634360636366006,0.0,0.0,0.0,0.06121891565822847,0.08333333333333331,0.08045977011494254,0.05500000000000005,0.06653105043449414,0.07061357269164696,0.08928571428571397,0.08333333333333348,0.125,0.07515467082767295,0.0
0.0020000138539379327,0.0020153063969218367,0.0020433542968141586,0.0015689694702817403,0.001512818003066919,0.0017502770222625164,0.002247338989838352,0.0026067109991570582,0.0031789060371268277,0.002245456459195846,0.001969119419639736,0.004630431089575058,0.0005025679155135143,8.76348513493834e-05,0.00014881110556022066,0.0007852926811360568,0.0020000138539379327,0.22585579508422562,0.0004990635549025985,0.0,0.0,0.0,0.0018176042675020574,0.004177294635173287,0.002289500017869268,0.0006750919985065312,0.6907894736842106,0.25060240963855424,0.0029294151459562643,0.3469675599435825,0.33596042406995086,0.35725507490043135,0.0017876538960322143,0.0017927046844774402,0.0016845335634973252,0.3469675599435825,0.44999999999999996,0.22763237979306128,0.22920065252854815,0.25297891842346454,0.22550052687039002,0.11603301878650413,0.14986800652413637,0.09586737212712282,0.11253416825798593,0.001687473521987428,0.10345153640647753,0.0,0.0020518229014111714,0.0028350609949153315,0.5075757575757576,0.0019795271594132634,0.47376543209876554,0.4830246913580246,0.4614197530864197,0.0025110564683598195,0.3977272727272727,0.4113636363636366,0.3885746606334839,0.0024596247356260914,0.5520833333333333,0.5632183908045977,0.5450000000000002,0.00382889316881226,0.002548502400443546,0.6607142857142856,0.6666666666666669,0.6250000000000002,0.0025445506659993356,0.6000000000000001
0.00026846952578960025,0.00029877848430750846,0.0003244188101576982,0.00017789788918053296,0.0002257241650702841,0.0002096184499789641,0.00024272792496720874,0.00035196513869102496,0.00039474327713772696,0.0005164549856150446,0.000364822650606453,1.6987954731145394e-05,0.0005232213914935218,1.2887478139615205e-05,0.0,0.00016280458023552397,0.00026846952578960025,0.22852555271583708,0.0005383157446140389,0.6666666666666667,0.07407407407407408,0.36641221374045807,0.00016019563035611352,0.00041794125807378496,0.00031717951467066937,0.00017083960778532627,0.47500000000000003,0.49638554216867475,0.0001958620591773084,0.3783034862019347,0.3532638346186172,0.4017061036616457,0.00030313407929886277,0.0003087912375176452,0.00018763368900341493,0.3783034862019347,0.5586956521739129,0.2988435788192332,0.36133768352365414,0.5041246562786432,0.4973656480505795,0.01848606845371669,0.02976037822898283,0.061839135879577456,0.012119972906580309,0.0004345745794596442,0.012338465880886672,0.0,0.0002637139152283951,0.00039159835450926895,0.5833333333333334,0.0002549094383061685,0.2978395061728395,0.28240740740740733,0.3101851851851851,0.00028116881424264275,0.28409090909090917,0.2704545454545455,0.2935520361990951,0.0002931529481414818,0.41666666666666663,0.3908045977011494,0.43500000000000016,0.0002787581669231549,0.00021526287271978863,0.375,0.33333333333333337,0.4062500000000002,0.00025655800103464377,1.0000000000000002
0.06215539566351951,0.05349376330950554,0.0624651471707371,0.04523744230360426,0.0487850513339366,0.057828026949673796,0.07645317073880407,0.08373122482882368,0.08570470408227428,0.08555750473650972,0.07763129560283134,0.022280916055235123,0.012302587192091097,0.020761727282920098,0.003996641120760212,0.03534136289779384,0.06215539566351951,0.2391950823254444,0.045072728700079626,0.0,0.045267489711934165,0.09363867684478372,0.018729881414157733,0.0905280532479754,0.06114249401379507,0.08275663484549349,0.34868421052631576,0.9759036144578314,0.025085955767818302,0.6306933937399382,0.6402483079962842,0.6217631575320756,0.06640310680307246,0.06704486785695613,0.053300476589570066,0.6306933937399382,0.9999999999999999,0.786366402921485,0.8034257748776512,0.6507791017415212,0.5690200210748155,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.09100466223269031,1.0000000000000002,0.04233301975540922,0.06198632685405231,0.08430862616188066,0.48863636363636365,0.06314516056705097,0.26388888888888873,0.2638888888888892,0.26388888888888884,0.06825312144303204,0.25681818181818206,0.26136363636363646,0.2528280542986425,0.07100927078323317,0.26041666666666663,0.2413793103448275,0.2550000000000001,0.0736681810223283,0.05605025180505794,0.23214285714285698,0.20833333333333337,0.2500000000000001,0.05732178682133049,0.2
0.0004208628430457685,0.00037574911876899956,0.0004382074973025625,0.00036414477677026064,0.0004268117693511862,0.00033553766021367747,0.00039739997810088755,0.0004998496507460774,0.0005973548707128435,0.00072977334923865,0.0005457657360356406,9.060242523277544e-05,0.0010120203230203643,3.4796190976961056e-05,0.0,0.00032241691379976314,0.0004208628430457685,0.22746145002992788,0.0032130721006650444,0.0,0.0,0.0,0.00046073358645155725,0.0009862566512315498,0.0004785613451985275,0.00017956528667758756,0.6960526315789475,0.27951807228915665,0.0006493253048812941,0.2102477525608696,0.1932791695542547,0.2261069691164919,0.00031617838457376565,0.0003132842317143305,0.00037526737800682987,0.2102477525608696,0.2239130434782608,0.3256238587948874,0.3181076672104406,0.4729605866177815,0.4404636459430977,0.026193891057591463,0.025539536705116023,0.028775214609054127,0.02332575053058365,0.0005977944225149599,0.02477813766798796,0.0,0.0004306502660690339,0.0006232246152615599,0.5568181818181818,0.0004229121900143964,0.5416666666666666,0.5478395061728395,0.5354938271604939,0.0005626851795535706,0.5250000000000001,0.5295454545454548,0.5243212669683255,0.0005729590953919693,0.39583333333333326,0.3908045977011494,0.3850000000000001,0.00044693458167844674,0.0005050802037961869,0.6249999999999998,0.6250000000000001,0.6250000000000002,0.0005299394775469691,1.0000000000000002
